source,target,edge_type,weight,metadata
mechanism:slow-wave generation,variable:slow-wave activity,mechanism_measured_by_variable,1.0,{}
variable:slow-wave activity,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2019.07.027,finding:E_e8ced6a73de6,paper_reports_finding,1.0,{}
finding:E_e8ced6a73de6,mechanism:slow-wave generation,finding_supports_mechanism,0.722,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2019.07.027,finding:E_e157d760bcd5,paper_reports_finding,1.0,{}
finding:E_e157d760bcd5,mechanism:slow-wave generation,finding_supports_mechanism,0.722,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2019.07.027,finding:E_3f6665c656bf,paper_reports_finding,1.0,{}
finding:E_3f6665c656bf,mechanism:slow-wave generation,finding_supports_mechanism,0.192,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2019.07.027,finding:E_f59a89a39d04,paper_reports_finding,1.0,{}
finding:E_f59a89a39d04,mechanism:confound / methodological limitation,finding_supports_mechanism,0.112,{}
mechanism:confound / methodological limitation,variable:mean_FD,mechanism_measured_by_variable,1.0,{}
variable:mean_FD,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.3390/brainsci15070691,finding:E_071ddc5d2749,paper_reports_finding,1.0,{}
finding:E_071ddc5d2749,mechanism:insomnia severity,finding_supports_mechanism,0.53,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.3390/brainsci15070691,finding:E_b20f397d6ef5,paper_reports_finding,1.0,{}
finding:E_b20f397d6ef5,mechanism:REM_NREM_switching,finding_supports_mechanism,0.49,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.3390/brainsci15070691,finding:E_66c5ba4d9b01,paper_reports_finding,1.0,{}
finding:E_66c5ba4d9b01,mechanism:confound / methodological limitation,finding_supports_mechanism,0.46,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsaa097,finding:E_d6ddc7af481d,paper_reports_finding,1.0,{}
finding:E_d6ddc7af481d,mechanism:insomnia severity,finding_supports_mechanism,0.842,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsaa097,finding:E_6d403e579f06,paper_reports_finding,1.0,{}
finding:E_6d403e579f06,mechanism:confound / methodological limitation,finding_supports_mechanism,0.842,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsaa097,finding:E_bc4227dafb90,paper_reports_finding,1.0,{}
finding:E_bc4227dafb90,mechanism:confound / methodological limitation,finding_supports_mechanism,0.202,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsaa097,finding:E_ba451c5b5d05,paper_reports_finding,1.0,{}
finding:E_ba451c5b5d05,mechanism:confound / methodological limitation,finding_supports_mechanism,0.202,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsaa097,finding:E_9b6e43d5aa6e,paper_reports_finding,1.0,{}
finding:E_9b6e43d5aa6e,mechanism:confound / methodological limitation,finding_supports_mechanism,0.202,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2023.10.037,finding:E_85a429eedce9,paper_reports_finding,1.0,{}
finding:E_85a429eedce9,mechanism:sleep quality,finding_supports_mechanism,0.721,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2023.10.037,finding:E_41eea5cae1fd,paper_reports_finding,1.0,{}
finding:E_41eea5cae1fd,mechanism:sleep quality,finding_supports_mechanism,0.491,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2023.10.037,finding:E_107be9562dda,paper_reports_finding,1.0,{}
finding:E_107be9562dda,mechanism:default mode network dysregulation,finding_supports_mechanism,0.721,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2023.10.037,finding:E_2fd46bbbe2ff,paper_reports_finding,1.0,{}
finding:E_2fd46bbbe2ff,mechanism:insomnia severity,finding_supports_mechanism,0.721,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2023.10.037,finding:E_16370b4f1a25,paper_reports_finding,1.0,{}
finding:E_16370b4f1a25,mechanism:sleep quality,finding_supports_mechanism,0.721,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2023.10.037,finding:E_ccf5c99c5bbd,paper_reports_finding,1.0,{}
finding:E_ccf5c99c5bbd,mechanism:sleep quality,finding_supports_mechanism,0.831,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2023.10.037,finding:E_78861135c444,paper_reports_finding,1.0,{}
finding:E_78861135c444,mechanism:insomnia severity,finding_supports_mechanism,0.831,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2023.10.037,finding:E_c8b291885783,paper_reports_finding,1.0,{}
finding:E_c8b291885783,mechanism:sleep quality,finding_supports_mechanism,0.721,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2023.10.037,finding:E_cded16481246,paper_reports_finding,1.0,{}
finding:E_cded16481246,mechanism:sleep quality,finding_supports_mechanism,0.721,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_4d3dab23f42b,paper_reports_finding,1.0,{}
finding:E_4d3dab23f42b,mechanism:spindle generation,finding_supports_mechanism,0.19,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_855fc7c8366e,paper_reports_finding,1.0,{}
finding:E_855fc7c8366e,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.19,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_81a6fb13bf24,paper_reports_finding,1.0,{}
finding:E_81a6fb13bf24,mechanism:spindle generation,finding_supports_mechanism,0.3,{}
mechanism:spindle generation,variable:spindle activity,mechanism_measured_by_variable,1.0,{}
variable:spindle activity,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_02a6daf787d2,paper_reports_finding,1.0,{}
finding:E_02a6daf787d2,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.3,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_9be2f1653c33,paper_reports_finding,1.0,{}
finding:E_9be2f1653c33,mechanism:spindle generation,finding_supports_mechanism,0.19,{}
mechanism:spindle generation,variable:spindle activity,mechanism_measured_by_variable,1.0,{}
variable:spindle activity,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_9038e9036ae7,paper_reports_finding,1.0,{}
finding:E_9038e9036ae7,mechanism:thalamocortical coupling,finding_supports_mechanism,0.19,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_ca588aa69fdb,paper_reports_finding,1.0,{}
finding:E_ca588aa69fdb,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.19,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_cf1b4d22e148,paper_reports_finding,1.0,{}
finding:E_cf1b4d22e148,mechanism:thalamocortical coupling,finding_supports_mechanism,0.49,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_40fdd99951b2,paper_reports_finding,1.0,{}
finding:E_40fdd99951b2,mechanism:spindle generation,finding_supports_mechanism,0.46,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_2a08b6b45563,paper_reports_finding,1.0,{}
finding:E_2a08b6b45563,mechanism:confound / methodological limitation,finding_supports_mechanism,0.46,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_296cd0e6fb0e,paper_reports_finding,1.0,{}
finding:E_296cd0e6fb0e,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.46,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_201d4eea3449,paper_reports_finding,1.0,{}
finding:E_201d4eea3449,mechanism:spindle generation,finding_supports_mechanism,0.49,{}
mechanism:spindle generation,variable:spindle activity,mechanism_measured_by_variable,1.0,{}
variable:spindle activity,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_60433b2e2478,paper_reports_finding,1.0,{}
finding:E_60433b2e2478,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.49,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_e09f73517596,paper_reports_finding,1.0,{}
finding:E_e09f73517596,mechanism:slow-wave generation,finding_supports_mechanism,0.3,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_146ac65e1081,paper_reports_finding,1.0,{}
finding:E_146ac65e1081,mechanism:spindle generation,finding_supports_mechanism,0.3,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_4140421de810,paper_reports_finding,1.0,{}
finding:E_4140421de810,mechanism:spindle generation,finding_supports_mechanism,0.19,{}
mechanism:spindle generation,variable:sigma power,mechanism_measured_by_variable,1.0,{}
variable:sigma power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_2938398f4367,paper_reports_finding,1.0,{}
finding:E_2938398f4367,mechanism:spindle generation,finding_supports_mechanism,0.6,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_e0a863023f75,paper_reports_finding,1.0,{}
finding:E_e0a863023f75,mechanism:spindle generation,finding_supports_mechanism,0.83,{}
mechanism:spindle generation,variable:spindle activity,mechanism_measured_by_variable,1.0,{}
variable:spindle activity,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_d5276a7db9a0,paper_reports_finding,1.0,{}
finding:E_d5276a7db9a0,mechanism:thalamocortical coupling,finding_supports_mechanism,0.83,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_048ac08327c5,paper_reports_finding,1.0,{}
finding:E_048ac08327c5,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.83,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_0831b62f771a,paper_reports_finding,1.0,{}
finding:E_0831b62f771a,mechanism:spindle generation,finding_supports_mechanism,0.3,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.64898/2026.02.20.26346398,finding:E_ba2682f4fb3e,paper_reports_finding,1.0,{}
finding:E_ba2682f4fb3e,mechanism:insomnia severity,finding_supports_mechanism,0.19,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1523/jneurosci.1138-24.2025,finding:E_ccc385df2b6c,paper_reports_finding,1.0,{}
finding:E_ccc385df2b6c,mechanism:spindle generation,finding_supports_mechanism,0.19,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1523/jneurosci.1138-24.2025,finding:E_411d78859e22,paper_reports_finding,1.0,{}
finding:E_411d78859e22,mechanism:thalamocortical coupling,finding_supports_mechanism,0.19,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1523/jneurosci.1138-24.2025,finding:E_1c9ce6d2aea1,paper_reports_finding,1.0,{}
finding:E_1c9ce6d2aea1,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.19,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1523/jneurosci.1138-24.2025,finding:E_0a894e311746,paper_reports_finding,1.0,{}
finding:E_0a894e311746,mechanism:spindle generation,finding_supports_mechanism,0.19,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1523/jneurosci.1138-24.2025,finding:E_6b583e1cb012,paper_reports_finding,1.0,{}
finding:E_6b583e1cb012,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.19,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1523/jneurosci.1138-24.2025,finding:E_a3f6b837fbca,paper_reports_finding,1.0,{}
finding:E_a3f6b837fbca,mechanism:spindle generation,finding_supports_mechanism,0.72,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1523/jneurosci.1138-24.2025,finding:E_3b17de6f57d3,paper_reports_finding,1.0,{}
finding:E_3b17de6f57d3,mechanism:thalamocortical coupling,finding_supports_mechanism,0.72,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1523/jneurosci.1138-24.2025,finding:E_8c96074fa49e,paper_reports_finding,1.0,{}
finding:E_8c96074fa49e,mechanism:white matter integrity,finding_supports_mechanism,0.72,{}
